game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,summary,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,SEASON
4115,2000-04-15T02:05:00Z,2000-04-14,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,10,4,9,Bottom,28,Qualcomm Stadium,[],HOU leads 1-0,2000-04-14 - Houston Astros (10) @ San Diego Padres (4) (Final),Houston Astros,San Diego Padres,Shane Reynolds,Brian Boehringer,,2000
4208,2000-04-16T02:05:00Z,2000-04-15,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,3,5,9,Top,28,Qualcomm Stadium,[],Series tied 1-1,2000-04-15 - Houston Astros (3) @ San Diego Padres (5) (Final),San Diego Padres,Houston Astros,Woody Williams,Jose Lima,Trevor Hoffman,2000
5034,2000-04-16T20:05:00Z,2000-04-16,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,3,13,9,Top,28,Qualcomm Stadium,[],SD wins 2-1,2000-04-16 - Houston Astros (3) @ San Diego Padres (13) (Final),San Diego Padres,Houston Astros,Matt Clement,Chris Holt,,2000
3959,2000-04-18T02:10:00Z,2000-04-17,R,Cancelled,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,0,0,,,22,Dodger Stadium,[],,2000-04-17 - Houston Astros @ Los Angeles Dodgers (Cancelled),,,,,,2000
4017,2000-04-19T02:10:00Z,2000-04-18,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,3,5,9,Top,22,Dodger Stadium,[],LA leads 1-0,2000-04-18 - Houston Astros (3) @ Los Angeles Dodgers (5) (Final),Los Angeles Dodgers,Houston Astros,Darren Dreifort,Octavio Dotel,Jeff Shaw,2000
4021,2000-04-20T02:05:00Z,2000-04-19,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,10,3,9,Bottom,22,Dodger Stadium,[],Series tied 1-1,2000-04-19 - Houston Astros (10) @ Los Angeles Dodgers (3) (Final),Houston Astros,Los Angeles Dodgers,Shane Reynolds,Orel Hershiser,,2000
4159,2000-04-22T00:05:00Z,2000-04-21,R,Final,San Diego Padres,Houston Astros,135,117,N,1,,,,,7,2,9,Bottom,2392,Enron Field,[],SD leads 1-0,2000-04-21 - San Diego Padres (7) @ Houston Astros (2) (Final),San Diego Padres,Houston Astros,Woody Williams,Jose Lima,,2000
3976,2000-04-22T19:05:00Z,2000-04-22,R,Final,San Diego Padres,Houston Astros,135,117,N,1,,,,,8,6,10,Bottom,2392,Enron Field,[],SD wins 2-0,2000-04-22 - San Diego Padres (8) @ Houston Astros (6) (Final),San Diego Padres,Houston Astros,Will Cunnane,Yorkis Perez,Trevor Hoffman,2000
5222,2000-04-23T19:05:00Z,2000-04-23,R,Final,San Diego Padres,Houston Astros,135,117,N,1,,,,,11,10,9,Bottom,2392,Enron Field,[],SD wins 3-0,2000-04-23 - San Diego Padres (11) @ Houston Astros (10) (Final),San Diego Padres,Houston Astros,Matt Whisenant,Billy Wagner,Trevor Hoffman,2000
4087,2000-04-26T00:05:00Z,2000-04-25,R,Final,Chicago Cubs,Houston Astros,112,117,N,1,,,,,7,11,9,Top,2392,Enron Field,[],HOU leads 1-0,2000-04-25 - Chicago Cubs (7) @ Houston Astros (11) (Final),Houston Astros,Chicago Cubs,Shane Reynolds,Scott Downs,,2000
4090,2000-04-27T00:05:00Z,2000-04-26,R,Final,Chicago Cubs,Houston Astros,112,117,N,1,,,,,13,8,9,Bottom,2392,Enron Field,[],Series tied 1-1,2000-04-26 - Chicago Cubs (13) @ Houston Astros (8) (Final),Chicago Cubs,Houston Astros,Matt Karchner,Mike Maddux,Rick Aguilera,2000
4179,2000-04-27T20:05:00Z,2000-04-27,R,Final,Chicago Cubs,Houston Astros,112,117,N,1,,,,,12,3,9,Bottom,2392,Enron Field,[],CHC wins 2-1,2000-04-27 - Chicago Cubs (12) @ Houston Astros (3) (Final),Chicago Cubs,Houston Astros,Jon Lieber,Jose Lima,,2000
4181,2000-04-28T23:05:00Z,2000-04-28,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,7,0,9,Bottom,23,Milwaukee County Stadium,[],HOU leads 1-0,2000-04-28 - Houston Astros (7) @ Milwaukee Brewers (0) (Final),Houston Astros,Milwaukee Brewers,Chris Holt,Jaime Navarro,,2000
5012,2000-04-29T18:05:00Z,2000-04-29,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,10,3,9,Bottom,23,Milwaukee County Stadium,[],HOU leads 2-0,2000-04-29 - Houston Astros (10) @ Milwaukee Brewers (3) (Final),Houston Astros,Milwaukee Brewers,Mike Maddux,Everett Stull,,2000
4033,2000-04-30T18:05:00Z,2000-04-30,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,3,4,9,Bottom,23,Milwaukee County Stadium,[],HOU leads 2-1,2000-04-30 - Houston Astros (3) @ Milwaukee Brewers (4) (Final),Milwaukee Brewers,Houston Astros,David Weathers,Doug Henry,,2000
5129,2000-05-02T00:05:00Z,2000-05-01,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,5,0,9,Bottom,23,Milwaukee County Stadium,[],HOU wins 3-1,2000-05-01 - Houston Astros (5) @ Milwaukee Brewers (0) (Final),Houston Astros,Milwaukee Brewers,Octavio Dotel,Steve Woodard,,2000
5225,2000-05-03T00:05:00Z,2000-05-02,R,Final,Houston Astros,Chicago Cubs,117,112,N,1,,,,,1,11,9,Top,17,Wrigley Field,[],CHC leads 1-0,2000-05-02 - Houston Astros (1) @ Chicago Cubs (11) (Final),Chicago Cubs,Houston Astros,Kerry Wood,Jose Lima,Brian Williams,2000
5229,2000-05-03T18:20:00Z,2000-05-03,R,Final,Houston Astros,Chicago Cubs,117,112,N,1,,,,,3,4,9,Top,17,Wrigley Field,[],CHC wins 2-0,2000-05-03 - Houston Astros (3) @ Chicago Cubs (4) (Final),Chicago Cubs,Houston Astros,Jon Lieber,Chris Holt,Rick Aguilera,2000
3989,2000-05-04T18:20:00Z,2000-05-04,R,Final,Houston Astros,Chicago Cubs,117,112,N,1,,,,,6,2,9,Bottom,17,Wrigley Field,[],CHC wins 2-1,2000-05-04 - Houston Astros (6) @ Chicago Cubs (2) (Final),Houston Astros,Chicago Cubs,Scott Elarton,Ismael Valdez,Billy Wagner,2000
4040,2000-05-06T02:10:00Z,2000-05-05,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,2,3,9,Bottom,22,Dodger Stadium,[],LA leads 1-0,2000-05-05 - Houston Astros (2) @ Los Angeles Dodgers (3) (Final),Los Angeles Dodgers,Houston Astros,Jeff Shaw,Doug Henry,,2000
5172,2000-05-07T02:10:00Z,2000-05-06,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,6,9,9,Top,22,Dodger Stadium,[],LA wins 2-0,2000-05-06 - Houston Astros (6) @ Los Angeles Dodgers (9) (Final),Los Angeles Dodgers,Houston Astros,Darren Dreifort,Octavio Dotel,,2000
5144,2000-05-07T20:10:00Z,2000-05-07,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,14,8,10,Bottom,22,Dodger Stadium,[],LA wins 2-1,2000-05-07 - Houston Astros (14) @ Los Angeles Dodgers (8) (Final),Houston Astros,Los Angeles Dodgers,Billy Wagner,Jeff Shaw,,2000
5176,2000-05-09T00:05:00Z,2000-05-08,R,Final,Colorado Rockies,Houston Astros,115,117,N,1,,,,,3,1,9,Bottom,2392,Enron Field,[],COL leads 1-0,2000-05-08 - Colorado Rockies (3) @ Houston Astros (1) (Final),Colorado Rockies,Houston Astros,Pedro Astacio,Chris Holt,,2000
5233,2000-05-10T00:05:00Z,2000-05-09,R,Final,Colorado Rockies,Houston Astros,115,117,N,1,,,,,8,13,9,Top,2392,Enron Field,[],Series tied 1-1,2000-05-09 - Colorado Rockies (8) @ Houston Astros (13) (Final),Houston Astros,Colorado Rockies,Yorkis Perez,Julian Tavarez,,2000
4043,2000-05-11T00:05:00Z,2000-05-10,R,Final,Colorado Rockies,Houston Astros,115,117,N,1,,,,,1,5,9,Top,2392,Enron Field,[],HOU wins 2-1,2000-05-10 - Colorado Rockies (1) @ Houston Astros (5) (Final),Houston Astros,Colorado Rockies,Shane Reynolds,Masato Yoshii,,2000
4113,2000-05-13T00:05:00Z,2000-05-12,R,Final,Cincinnati Reds,Houston Astros,113,117,N,1,,,,,7,3,11,Bottom,2392,Enron Field,[],CIN leads 1-0,2000-05-12 - Cincinnati Reds (7) @ Houston Astros (3) (Final),Cincinnati Reds,Houston Astros,Danny Graves,Mike Maddux,,2000
4201,2000-05-13T19:05:00Z,2000-05-13,R,Final,Cincinnati Reds,Houston Astros,113,117,N,1,,,,,8,7,9,Bottom,2392,Enron Field,[],CIN leads 2-0,2000-05-13 - Cincinnati Reds (8) @ Houston Astros (7) (Final),Cincinnati Reds,Houston Astros,Dennys Reyes,Billy Wagner,Scott Williamson,2000
5247,2000-05-15T00:05:00Z,2000-05-14,R,Final,Cincinnati Reds,Houston Astros,113,117,N,1,,,,,3,10,9,Top,2392,Enron Field,[],CIN leads 2-1,2000-05-14 - Cincinnati Reds (3) @ Houston Astros (10) (Final),Houston Astros,Cincinnati Reds,Scott Elarton,Steve Parris,,2000
4012,2000-05-16T00:05:00Z,2000-05-15,R,Final,Cincinnati Reds,Houston Astros,113,117,N,1,,,,,4,3,9,Bottom,2392,Enron Field,[],CIN wins 3-1,2000-05-15 - Cincinnati Reds (4) @ Houston Astros (3) (Final),Cincinnati Reds,Houston Astros,Ron Villone,Jose Lima,Danny Graves,2000
4055,2000-05-17T00:05:00Z,2000-05-16,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,5,6,16,Bottom,23,Milwaukee County Stadium,[],MIL leads 1-0,2000-05-16 - Houston Astros (5) @ Milwaukee Brewers (6) (Final),Milwaukee Brewers,Houston Astros,Horacio Estrada,Chris Holt,,2000
5158,2000-05-18T00:05:00Z,2000-05-17,R,Final,Houston Astros,Milwaukee Brewers,117,158,N,1,,,,,0,0,,,23,Milwaukee County Stadium,[],MIL leads 1-0,2000-05-17 - Houston Astros () @ Milwaukee Brewers () (Final),Milwaukee Brewers,Houston Astros,,,,2000
4059,2000-05-18T17:05:00Z,2000-05-18,R,Final,Houston Astros,Milwaukee Brewers,117,158,Y,1,,,,,0,0,,,23,Milwaukee County Stadium,[],MIL leads 1-0,2000-05-18 - Houston Astros () @ Milwaukee Brewers () (Final),Milwaukee Brewers,Houston Astros,,,,2000
5159,2000-05-18T20:05:00Z,2000-05-18,R,Cancelled,Houston Astros,Milwaukee Brewers,117,158,Y,2,,,,,0,0,,,23,Milwaukee County Stadium,[],MIL leads 1-0,2000-05-18 - Houston Astros @ Milwaukee Brewers (Cancelled),,,,,,2000
5256,2000-05-19T23:05:00Z,2000-05-19,R,Final,Houston Astros,Montreal Expos,117,120,N,1,,,,,2,3,10,Bottom,24,Olympic Stadium,[],MON leads 1-0,2000-05-19 - Houston Astros (2) @ Montreal Expos (3) (Final),Montreal Expos,Houston Astros,Dustin Hermanson,Joe Slusarski,,2000
5257,2000-05-20T23:05:00Z,2000-05-20,R,Final,Houston Astros,Montreal Expos,117,120,N,1,,,,,7,8,9,Top,24,Olympic Stadium,[],MON wins 2-0,2000-05-20 - Houston Astros (7) @ Montreal Expos (8) (Final),Montreal Expos,Houston Astros,Hideki Irabu,Scott Elarton,Dustin Hermanson,2000
4132,2000-05-21T17:35:00Z,2000-05-21,R,Final,Houston Astros,Montreal Expos,117,120,N,1,,,,,3,8,9,Top,24,Olympic Stadium,[],MON wins 3-0,2000-05-21 - Houston Astros (3) @ Montreal Expos (8) (Final),Montreal Expos,Houston Astros,Javier Vazquez,Jose Lima,,2000
5197,2000-05-22T17:05:00Z,2000-05-22,R,Final,Houston Astros,Milwaukee Brewers,117,158,Y,1,,,,,9,10,10,Bottom,23,Milwaukee County Stadium,[],MIL leads 1-0,2000-05-22 - Houston Astros (9) @ Milwaukee Brewers (10) (Final),Milwaukee Brewers,Houston Astros,David Weathers,Joe Slusarski,,2000
5198,2000-05-22T20:05:00Z,2000-05-22,R,Final,Houston Astros,Milwaukee Brewers,117,158,Y,2,,,,,1,6,9,Top,23,Milwaukee County Stadium,[],MIL wins 2-0,2000-05-22 - Houston Astros (1) @ Milwaukee Brewers (6) (Final),Milwaukee Brewers,Houston Astros,Jason Bere,Kip Gross,,2000
5304,2000-05-24T00:05:00Z,2000-05-23,R,Final,Philadelphia Phillies,Houston Astros,143,117,N,1,,,,,2,10,9,Top,2392,Enron Field,[],HOU leads 1-0,2000-05-23 - Philadelphia Phillies (2) @ Houston Astros (10) (Final),Houston Astros,Philadelphia Phillies,Chris Holt,Randy Wolf,,2000
4154,2000-05-25T00:05:00Z,2000-05-24,R,Final,Philadelphia Phillies,Houston Astros,143,117,N,1,,,,,9,7,9,Bottom,2392,Enron Field,[],Series tied 1-1,2000-05-24 - Philadelphia Phillies (9) @ Houston Astros (7) (Final),Philadelphia Phillies,Houston Astros,Wayne Gomes,Billy Wagner,Jeff Brantley,2000
4224,2000-05-26T00:05:00Z,2000-05-25,R,Final,Philadelphia Phillies,Houston Astros,143,117,N,1,,,,,6,10,9,Top,2392,Enron Field,[],HOU wins 2-1,2000-05-25 - Philadelphia Phillies (6) @ Houston Astros (10) (Final),Houston Astros,Philadelphia Phillies,Scott Elarton,Andy Ashby,Joe Slusarski,2000
4338,2000-05-27T00:05:00Z,2000-05-26,R,Final,Atlanta Braves,Houston Astros,144,117,N,1,,,,,4,5,10,Bottom,2392,Enron Field,[],HOU leads 1-0,2000-05-26 - Atlanta Braves (4) @ Houston Astros (5) (Final),Houston Astros,Atlanta Braves,Doug Henry,Rudy Seanez,,2000
5309,2000-05-27T17:15:00Z,2000-05-27,R,Final,Atlanta Braves,Houston Astros,144,117,N,1,,,,,6,5,9,Bottom,2392,Enron Field,[],Series tied 1-1,2000-05-27 - Atlanta Braves (6) @ Houston Astros (5) (Final),Atlanta Braves,Houston Astros,John Burkett,Shane Reynolds,Kerry Ligtenberg,2000
4166,2000-05-28T19:05:00Z,2000-05-28,R,Final,Atlanta Braves,Houston Astros,144,117,N,1,,,,,3,4,9,Top,2392,Enron Field,[],HOU wins 2-1,2000-05-28 - Atlanta Braves (3) @ Houston Astros (4) (Final),Houston Astros,Atlanta Braves,Marc Valdes,Rudy Seanez,Billy Wagner,2000
5381,2000-05-29T19:05:00Z,2000-05-29,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,7,8,9,Top,19,Coors Field,[],COL leads 1-0,2000-05-29 - Houston Astros (7) @ Colorado Rockies (8) (Final),Colorado Rockies,Houston Astros,Gabe White,Jose Cabrera,Jose Jimenez,2000
5315,2000-05-31T01:05:00Z,2000-05-30,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,7,10,9,Top,19,Coors Field,[],COL wins 2-0,2000-05-30 - Houston Astros (7) @ Colorado Rockies (10) (Final),Colorado Rockies,Houston Astros,Stan Belinda,Marc Valdes,Jose Jimenez,2000
4354,2000-06-01T01:05:00Z,2000-05-31,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,6,8,9,Top,19,Coors Field,[],COL wins 3-0,2000-05-31 - Houston Astros (6) @ Colorado Rockies (8) (Final),Colorado Rockies,Houston Astros,Gabe White,Joe Slusarski,Jose Jimenez,2000
4839,2000-06-03T00:05:00Z,2000-06-02,R,Final,Chicago White Sox,Houston Astros,145,117,N,1,,,,,7,4,9,Bottom,2392,Enron Field,[],CWS leads 1-0,2000-06-02 - Chicago White Sox (7) @ Houston Astros (4) (Final),Chicago White Sox,Houston Astros,Jim Parque,Shane Reynolds,Keith Foulke,2000
4629,2000-06-03T17:15:00Z,2000-06-03,R,Final,Chicago White Sox,Houston Astros,145,117,N,1,,,,,1,6,9,Top,2392,Enron Field,[],Series tied 1-1,2000-06-03 - Chicago White Sox (1) @ Houston Astros (6) (Final),Houston Astros,Chicago White Sox,Chris Holt,Kip Wells,,2000
4726,2000-06-04T19:05:00Z,2000-06-04,R,Final,Chicago White Sox,Houston Astros,145,117,N,1,,,,,7,3,9,Bottom,2392,Enron Field,[],CWS wins 2-1,2000-06-04 - Chicago White Sox (7) @ Houston Astros (3) (Final),Chicago White Sox,Houston Astros,Mike Sirotka,Octavio Dotel,,2000
4630,2000-06-06T00:05:00Z,2000-06-05,R,Final,Minnesota Twins,Houston Astros,142,117,N,1,,,,,2,8,9,Top,2392,Enron Field,[],HOU leads 1-0,2000-06-05 - Minnesota Twins (2) @ Houston Astros (8) (Final),Houston Astros,Minnesota Twins,Scott Elarton,Brad Radke,,2000
4659,2000-06-07T00:05:00Z,2000-06-06,R,Final,Minnesota Twins,Houston Astros,142,117,N,1,,,,,3,1,9,Bottom,2392,Enron Field,[],Series tied 1-1,2000-06-06 - Minnesota Twins (3) @ Houston Astros (1) (Final),Minnesota Twins,Houston Astros,Johan Santana,Jose Lima,Eddie Guardado,2000
5392,2000-06-08T00:05:00Z,2000-06-07,R,Final,Minnesota Twins,Houston Astros,142,117,N,1,,,,,2,0,9,Bottom,2392,Enron Field,[],MIN wins 2-1,2000-06-07 - Minnesota Twins (2) @ Houston Astros (0) (Final),Minnesota Twins,Houston Astros,Joe Mays,Shane Reynolds,Eddie Guardado,2000
5039,2000-06-09T01:10:00Z,2000-06-08,R,Final,Houston Astros,Los Angeles Dodgers,117,119,N,1,,,,,2,5,9,Top,22,Dodger Stadium,[],LA wins Season,2000-06-08 - Houston Astros (2) @ Los Angeles Dodgers (5) (Final),Los Angeles Dodgers,Houston Astros,Chan Ho Park,Chris Holt,Mike Fetters,2000
4150,2000-06-10T02:05:00Z,2000-06-09,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,7,6,9,Bottom,28,Qualcomm Stadium,[],HOU leads 1-0,2000-06-09 - Houston Astros (7) @ San Diego Padres (6) (Final),Houston Astros,San Diego Padres,Billy Wagner,Trevor Hoffman,,2000
5333,2000-06-11T02:05:00Z,2000-06-10,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,3,13,9,Top,28,Qualcomm Stadium,[],Series tied 1-1,2000-06-10 - Houston Astros (3) @ San Diego Padres (13) (Final),San Diego Padres,Houston Astros,Brian Meadows,Scott Elarton,,2000
4172,2000-06-11T23:05:00Z,2000-06-11,R,Final,Houston Astros,San Diego Padres,117,135,N,1,,,,,1,4,9,Top,28,Qualcomm Stadium,[],SD wins 2-1,2000-06-11 - Houston Astros (1) @ San Diego Padres (4) (Final),San Diego Padres,Houston Astros,Kevin Walker,Jose Lima,Trevor Hoffman,2000
5404,2000-06-14T01:05:00Z,2000-06-13,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,6,3,9,Bottom,19,Coors Field,[],HOU leads 1-0,2000-06-13 - Houston Astros (6) @ Colorado Rockies (3) (Final),Houston Astros,Colorado Rockies,Shane Reynolds,Rolando Arrojo,Billy Wagner,2000
4243,2000-06-15T01:05:00Z,2000-06-14,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,8,4,9,Bottom,19,Coors Field,[],HOU wins 2-0,2000-06-14 - Houston Astros (8) @ Colorado Rockies (4) (Final),Houston Astros,Colorado Rockies,Joe Slusarski,Pedro Astacio,,2000
5329,2000-06-15T19:05:00Z,2000-06-15,R,Final,Houston Astros,Colorado Rockies,117,115,N,1,,,,,4,5,9,Bottom,19,Coors Field,[],HOU wins 2-1,2000-06-15 - Houston Astros (4) @ Colorado Rockies (5) (Final),Colorado Rockies,Houston Astros,Jose Jimenez,Billy Wagner,,2000
4226,2000-06-17T02:35:00Z,2000-06-16,R,Final,Houston Astros,San Francisco Giants,117,137,N,1,,,,,4,7,9,Top,2395,PacBell Park,[],SF leads 1-0,2000-06-16 - Houston Astros (4) @ San Francisco Giants (7) (Final),San Francisco Giants,Houston Astros,Shawn Estes,Scott Elarton,Robb Nen,2000
4230,2000-06-17T20:05:00Z,2000-06-17,R,Final,Houston Astros,San Francisco Giants,117,137,N,1,,,,,4,6,9,Top,2395,PacBell Park,[],SF wins 2-0,2000-06-17 - Houston Astros (4) @ San Francisco Giants (6) (Final),San Francisco Giants,Houston Astros,Livan Hernandez,Jose Lima,Robb Nen,2000
4293,2000-06-18T20:05:00Z,2000-06-18,R,Final,Houston Astros,San Francisco Giants,117,137,N,1,,,,,4,2,11,Bottom,2395,PacBell Park,[],SF wins 2-1,2000-06-18 - Houston Astros (4) @ San Francisco Giants (2) (Final),Houston Astros,San Francisco Giants,Jay Powell,Robb Nen,Doug Henry,2000
4352,2000-06-21T00:05:00Z,2000-06-20,R,Final,Los Angeles Dodgers,Houston Astros,119,117,N,1,,,,,9,6,10,Bottom,2392,Enron Field,[],LA leads 1-0,2000-06-20 - Los Angeles Dodgers (9) @ Houston Astros (6) (Final),Los Angeles Dodgers,Houston Astros,Matt Herges,Joe Slusarski,,2000
5410,2000-06-22T00:05:00Z,2000-06-21,R,Final,Los Angeles Dodgers,Houston Astros,119,117,N,1,,,,,7,6,9,Bottom,2392,Enron Field,[],LA wins 2-0,2000-06-21 - Los Angeles Dodgers (7) @ Houston Astros (6) (Final),Los Angeles Dodgers,Houston Astros,Matt Herges,Jose Cabrera,,2000
4247,2000-06-23T00:05:00Z,2000-06-22,R,Final,Los Angeles Dodgers,Houston Astros,119,117,N,1,,,,,3,6,9,Top,2392,Enron Field,[],LA wins 2-1,2000-06-22 - Los Angeles Dodgers (3) @ Houston Astros (6) (Final),Houston Astros,Los Angeles Dodgers,Scott Elarton,Darren Dreifort,Marc Valdes,2000
4252,2000-06-24T00:05:00Z,2000-06-23,R,Final,San Francisco Giants,Houston Astros,137,117,N,1,,,,,10,3,9,Bottom,2392,Enron Field,[],SF leads 1-0,2000-06-23 - San Francisco Giants (10) @ Houston Astros (3) (Final),San Francisco Giants,Houston Astros,Livan Hernandez,Jose Lima,,2000
4298,2000-06-24T20:05:00Z,2000-06-24,R,Final,San Francisco Giants,Houston Astros,137,117,N,1,,,,,13,4,9,Bottom,2392,Enron Field,[],SF wins 2-0,2000-06-24 - San Francisco Giants (13) @ Houston Astros (4) (Final),San Francisco Giants,Houston Astros,Joe Nathan,Shane Reynolds,,2000
4373,2000-06-25T19:05:00Z,2000-06-25,R,Final,San Francisco Giants,Houston Astros,137,117,N,1,,,,,4,2,9,Bottom,2392,Enron Field,[],SF wins 3-0,2000-06-25 - San Francisco Giants (4) @ Houston Astros (2) (Final),San Francisco Giants,Houston Astros,Russ Ortiz,Chris Holt,Robb Nen,2000
5564,2000-06-27T02:05:00Z,2000-06-26,R,Final,Houston Astros,Arizona Diamondbacks,117,109,N,1,,,,,1,6,9,Top,15,Bank One Ballpark,[],AZ leads 1-0,2000-06-26 - Houston Astros (1) @ Arizona Diamondbacks (6) (Final),Arizona Diamondbacks,Houston Astros,Armando Reynoso,Octavio Dotel,Byung-Hyun Kim,2000
4255,2000-06-28T02:05:00Z,2000-06-27,R,Final,Houston Astros,Arizona Diamondbacks,117,109,N,1,,,,,12,4,9,Bottom,15,Bank One Ballpark,[],Series tied 1-1,2000-06-27 - Houston Astros (12) @ Arizona Diamondbacks (4) (Final),Houston Astros,Arizona Diamondbacks,Scott Elarton,Omar Daal,,2000
5424,2000-06-29T02:05:00Z,2000-06-28,R,Final,Houston Astros,Arizona Diamondbacks,117,109,N,1,,,,,2,6,9,Top,15,Bank One Ballpark,[],AZ leads 2-1,2000-06-28 - Houston Astros (2) @ Arizona Diamondbacks (6) (Final),Arizona Diamondbacks,Houston Astros,Brian Anderson,Jose Lima,Byung-Hyun Kim,2000
